NAMA DEALER,MODEL,TYPE,REGION,BULAN FAKTUR,QTY
Honda Chiang Mai,CITY HB,RS,Thailand,08/01/2022,8
Honda Chiang Mai,CITY HB,RS,Thailand,09/01/2022,5
Honda Chiang Mai,CITY HB,RS,Thailand,10/01/2022,7
Honda Chiang Mai,CITY HB,RS,Thailand,11/01/2022,7
Honda Chiang Mai,CITY HB,RS,Thailand,12/01/2022,8
Honda Chiang Mai,CITY HB,RS,Thailand,01/01/2023,4
Honda Chiang Mai,CITY HB,RS,Thailand,02/01/2023,4
Honda Chiang Mai,CITY HB,RS,Thailand,03/01/2023,1
Honda Chiang Mai,CITY HB,RS,Thailand,05/01/2023,3
Honda Chiang Mai,CITY HB,RS,Thailand,06/01/2023,6
Honda Chiang Mai,CITY HB,RS,Thailand,07/01/2023,1
Honda Chiang Mai,CITY HB,RS,Thailand,08/01/2023,1
Honda Chiang Mai,CITY HB,RS,Thailand,09/01/2023,1
Honda Chiang Mai,CITY HB,RS,Thailand,10/01/2023,1
Honda Chiang Mai,CITY HB,RS,Thailand,11/01/2023,1
Honda Chiang Mai,CITY HB,RS,Thailand,12/01/2023,1
Honda Chiang Mai,CITY HB,S,Thailand,04/01/2021,2
Honda Chiang Mai,CITY HB,S,Thailand,05/01/2021,3
Honda Chiang Mai,CITY HB,S,Thailand,08/01/2021,8
Honda Chiang Mai,CITY HB,S,Thailand,09/01/2021,3
Honda Chiang Mai,CITY HB,S,Thailand,10/01/2021,3
Honda Chiang Mai,CITY HB,S,Thailand,11/01/2021,2
Honda Chiang Mai,CITY HB,S,Thailand,12/01/2021,7
Honda Chiang Mai,CITY HB,S,Thailand,01/01/2022,2
Honda Chiang Mai,CITY HB,S,Thailand,02/01/2022,2
Honda Chiang Mai,CITY HB,S,Thailand,03/01/2022,1
Honda Chiang Mai,CITY HB,S,Thailand,04/01/2022,4
Honda Chiang Mai,CITY HB,S,Thailand,08/01/2022,2
Honda Chiang Mai,CITY HB,S,Thailand,09/01/2022,2
Honda Chiang Mai,CITY HB,S,Thailand,10/01/2022,2
Honda Chiang Mai,CITY HB,S,Thailand,11/01/2022,4
Honda Chiang Mai,CITY HB,S,Thailand,12/01/2022,1
Honda Chiang Mai,CITY HB,S,Thailand,01/01/2023,1
Honda Chiang Mai,CITY HB,S,Thailand,03/01/2023,2
Honda Chiang Mai,CITY HB,S,Thailand,06/01/2023,4
Honda Chiang Mai,CITY HB,S,Thailand,08/01/2023,1
Honda Chiang Mai,CIVIC,RS,Thailand,02/01/2021,2
Honda Chiang Mai,CIVIC,RS,Thailand,04/01/2021,1
Honda Chiang Mai,CIVIC,RS,Thailand,05/01/2021,1
Honda Chiang Mai,CIVIC,RS,Thailand,12/01/2021,1
Honda Chiang Mai,CIVIC,RS,Thailand,01/01/2022,1
Honda Chiang Mai,CIVIC,RS,Thailand,02/01/2022,1
Honda Chiang Mai,CIVIC,RS,Thailand,03/01/2022,6
Honda Chiang Mai,CIVIC,RS,Thailand,05/01/2022,1
Honda Chiang Mai,CIVIC,RS,Thailand,07/01/2022,1
Honda Chiang Mai,CIVIC,RS,Thailand,02/01/2023,1
Honda Chiang Mai,CIVIC,RS,Thailand,03/01/2023,4
Honda Chiang Mai,CIVIC,RS,Thailand,04/01/2023,3
Honda Chiang Mai,CIVIC,RS,Thailand,05/01/2023,1
Honda Chiang Mai,CIVIC,RS,Thailand,06/01/2023,1
Honda Chiang Mai,CIVIC,RS,Thailand,09/01/2023,2
Honda Chiang Mai,CIVIC,RS,Thailand,12/01/2023,3
Honda Chiang Mai,CIVIC HB,E,Thailand,01/01/2021,3
Honda Chiang Mai,CIVIC HB,E,Thailand,03/01/2021,2
Honda Chiang Mai,CIVIC HB,E,Thailand,04/01/2021,1
Honda Chiang Mai,CIVIC HB,E,Thailand,05/01/2021,1
Honda Chiang Mai,CIVIC HB,E,Thailand,06/01/2021,1
Honda Chiang Mai,CIVIC HB,E,Thailand,07/01/2021,1
Honda Chiang Mai,CIVIC HB,E,Thailand,08/01/2021,2
Honda Chiang Mai,CIVIC HB,E,Thailand,09/01/2021,2
Honda Chiang Mai,CIVIC HB,E,Thailand,10/01/2021,5
Honda Chiang Mai,CR-V,EL,Thailand,01/01/2021,18
Honda Chiang Mai,CR-V,EL,Thailand,02/01/2021,12
Honda Chiang Mai,CR-V,EL,Thailand,03/01/2021,32
Honda Chiang Mai,CR-V,EL,Thailand,04/01/2021,45
Honda Chiang Mai,CR-V,EL,Thailand,05/01/2021,23
Honda Chiang Mai,CR-V,EL,Thailand,06/01/2021,14
Honda Chiang Mai,CR-V,EL,Thailand,07/01/2021,43
Honda Chiang Mai,CR-V,EL,Thailand,08/01/2021,62
Honda Chiang Mai,CR-V,EL,Thailand,09/01/2021,9
Honda Chiang Mai,CR-V,EL,Thailand,10/01/2021,28
Honda Chiang Mai,CR-V,EL,Thailand,11/01/2021,19
Honda Chiang Mai,CR-V,EL,Thailand,12/01/2021,38
Honda Chiang Mai,CR-V,EL,Thailand,01/01/2022,16
Honda Chiang Mai,CR-V,EL,Thailand,02/01/2022,27
Honda Chiang Mai,CR-V,EL,Thailand,03/01/2022,27
Honda Chiang Mai,CR-V,EL,Thailand,04/01/2022,30
Honda Chiang Mai,CR-V,EL,Thailand,05/01/2022,20
Honda Chiang Mai,CR-V,EL,Thailand,06/01/2022,26
Honda Chiang Mai,CR-V,EL,Thailand,07/01/2022,12
Honda Chiang Mai,CR-V,EL,Thailand,08/01/2022,28
Honda Chiang Mai,CR-V,EL,Thailand,09/01/2022,25
Honda Chiang Mai,CR-V,EL,Thailand,10/01/2022,17
Honda Chiang Mai,CR-V,EL,Thailand,11/01/2022,30
Honda Chiang Mai,CR-V,EL,Thailand,12/01/2022,20
Honda Chiang Mai,CR-V,EL,Thailand,01/01/2023,27
Honda Chiang Mai,CR-V,EL,Thailand,02/01/2023,13
Honda Chiang Mai,CR-V,EL,Thailand,03/01/2023,9
Honda Chiang Mai,CR-V,EL,Thailand,04/01/2023,9
Honda Chiang Mai,CR-V,EL,Thailand,05/01/2023,17
Honda Chiang Mai,CR-V,EL,Thailand,06/01/2023,16
Honda Chiang Mai,CR-V,EL,Thailand,07/01/2023,11
Honda Chiang Mai,CR-V,EL,Thailand,08/01/2023,15
Honda Chiang Mai,CR-V,EL,Thailand,09/01/2023,8
Honda Chiang Mai,CR-V,EL,Thailand,10/01/2023,17
Honda Chiang Mai,CR-V,EL,Thailand,11/01/2023,24
Honda Chiang Mai,CR-V,EL,Thailand,12/01/2023,8
Honda Chiang Mai,CR-V,ES,Thailand,01/01/2021,82
Honda Chiang Mai,CR-V,ES,Thailand,02/01/2021,94
Honda Chiang Mai,CR-V,ES,Thailand,03/01/2021,80
Honda Chiang Mai,CR-V,ES,Thailand,04/01/2021,97
Honda Chiang Mai,CR-V,ES,Thailand,05/01/2021,71
Honda Chiang Mai,CR-V,ES,Thailand,06/01/2021,100
Honda Chiang Mai,CR-V,ES,Thailand,07/01/2021,104
Honda Chiang Mai,CR-V,ES,Thailand,08/01/2021,83
Honda Chiang Mai,CR-V,ES,Thailand,09/01/2021,102
Honda Chiang Mai,CR-V,ES,Thailand,10/01/2021,32
Honda Chiang Mai,CR-V,ES,Thailand,11/01/2021,56
Honda Chiang Mai,CR-V,ES,Thailand,12/01/2021,71
Honda Chiang Mai,CR-V,ES,Thailand,01/01/2022,118
Honda Chiang Mai,CR-V,ES,Thailand,02/01/2022,140
Honda Chiang Mai,CR-V,ES,Thailand,03/01/2022,109
Honda Chiang Mai,CR-V,ES,Thailand,04/01/2022,114
Honda Chiang Mai,CR-V,ES,Thailand,05/01/2022,94
Honda Chiang Mai,CR-V,ES,Thailand,06/01/2022,103
Honda Chiang Mai,CR-V,ES,Thailand,07/01/2022,92
Honda Chiang Mai,CR-V,ES,Thailand,08/01/2022,67
Honda Chiang Mai,CR-V,ES,Thailand,09/01/2022,113
Honda Chiang Mai,CR-V,ES,Thailand,10/01/2022,104
Honda Chiang Mai,CR-V,ES,Thailand,11/01/2022,183
Honda Chiang Mai,CR-V,ES,Thailand,12/01/2022,125
Honda Chiang Mai,CR-V,ES,Thailand,01/01/2023,154
Honda Chiang Mai,CR-V,ES,Thailand,02/01/2023,152
Honda Chiang Mai,CR-V,ES,Thailand,03/01/2023,161
Honda Chiang Mai,CR-V,ES,Thailand,04/01/2023,92
Honda Chiang Mai,CR-V,ES,Thailand,05/01/2023,88
Honda Chiang Mai,CR-V,ES,Thailand,06/01/2023,70
Honda Chiang Mai,CR-V,ES,Thailand,07/01/2023,82
Honda Chiang Mai,CR-V,ES,Thailand,08/01/2023,111
Honda Chiang Mai,CR-V,ES,Thailand,09/01/2023,82
Honda Chiang Mai,CR-V,ES,Thailand,10/01/2023,114
Honda Chiang Mai,CR-V,ES,Thailand,11/01/2023,111
Honda Chiang Mai,CR-V,ES,Thailand,12/01/2023,124
Honda Chiang Mai,CR-V,HYBRID,Thailand,01/01/2021,12
Honda Chiang Mai,CR-V,HYBRID,Thailand,02/01/2021,4
Honda Chiang Mai,CR-V,HYBRID,Thailand,03/01/2021,15
Honda Chiang Mai,CR-V,HYBRID,Thailand,04/01/2021,19
Honda Chiang Mai,CR-V,HYBRID,Thailand,05/01/2021,10
Honda Chiang Mai,CR-V,HYBRID,Thailand,06/01/2021,8
Honda Chiang Mai,CR-V,HYBRID,Thailand,07/01/2021,12
Honda Chiang Mai,CR-V,HYBRID,Thailand,08/01/2021,19
Honda Chiang Mai,CR-V,HYBRID,Thailand,09/01/2021,2
Honda Chiang Mai,CR-V,HYBRID,Thailand,10/01/2021,14
Honda Chiang Mai,CR-V,HYBRID,Thailand,11/01/2021,26
Honda Chiang Mai,CR-V,HYBRID,Thailand,12/01/2021,48
Honda Chiang Mai,CR-V,HYBRID,Thailand,01/01/2022,4
Honda Chiang Mai,CR-V,HYBRID,Thailand,02/01/2022,9
Honda Chiang Mai,CR-V,HYBRID,Thailand,03/01/2022,12
Honda Chiang Mai,CR-V,HYBRID,Thailand,04/01/2022,15
Honda Chiang Mai,CR-V,HYBRID,Thailand,05/01/2022,12
Honda Chiang Mai,CR-V,HYBRID,Thailand,06/01/2022,18
Honda Chiang Mai,CR-V,HYBRID,Thailand,07/01/2022,9
Honda Chiang Mai,CR-V,HYBRID,Thailand,08/01/2022,11
Honda Chiang Mai,CR-V,HYBRID,Thailand,09/01/2022,8
Honda Chiang Mai,CR-V,HYBRID,Thailand,10/01/2022,11
Honda Chiang Mai,CR-V,HYBRID,Thailand,11/01/2022,7
Honda Chiang Mai,CR-V,HYBRID,Thailand,12/01/2022,12
Honda Chiang Mai,CR-V,HYBRID,Thailand,01/01/2023,5
Honda Chiang Mai,CR-V,HYBRID,Thailand,02/01/2023,9
Honda Chiang Mai,CR-V,HYBRID,Thailand,03/01/2023,7
Honda Chiang Mai,CR-V,HYBRID,Thailand,04/01/2023,4
Honda Chiang Mai,CR-V,HYBRID,Thailand,05/01/2023,7
Honda Chiang Mai,CR-V,HYBRID,Thailand,06/01/2023,16
Honda Chiang Mai,CR-V,HYBRID,Thailand,07/01/2023,4
Honda Chiang Mai,CR-V,HYBRID,Thailand,08/01/2023,7
Honda Chiang Mai,CR-V,HYBRID,Thailand,09/01/2023,3
Honda Chiang Mai,CR-V,HYBRID,Thailand,10/01/2023,3
Honda Chiang Mai,CR-V,HYBRID,Thailand,11/01/2023,9
Honda Chiang Mai,CR-V,HYBRID,Thailand,12/01/2023,4
Honda Chiang Mai,HR-V,E,Thailand,01/01/2021,20
Honda Chiang Mai,HR-V,E,Thailand,02/01/2021,14
Honda Chiang Mai,HR-V,E,Thailand,03/01/2021,62
Honda Chiang Mai,HR-V,E,Thailand,04/01/2021,72
Honda Chiang Mai,HR-V,E,Thailand,05/01/2021,18
Honda Chiang Mai,HR-V,E,Thailand,06/01/2021,16
Honda Chiang Mai,HR-V,E,Thailand,07/01/2021,34
Honda Chiang Mai,HR-V,E,Thailand,08/01/2021,67
Honda Chiang Mai,HR-V,E,Thailand,09/01/2021,13
Honda Chiang Mai,HR-V,E,Thailand,10/01/2021,43
Honda Chiang Mai,HR-V,E,Thailand,11/01/2021,23
Honda Chiang Mai,HR-V,E,Thailand,12/01/2021,60
Honda Chiang Mai,HR-V,E,Thailand,01/01/2022,15
Honda Chiang Mai,HR-V,E,Thailand,02/01/2022,21
Honda Chiang Mai,HR-V,E,Thailand,03/01/2022,16
Honda Chiang Mai,HR-V,E,Thailand,04/01/2022,28
Honda Chiang Mai,HR-V,E,Thailand,05/01/2022,5
Honda Chiang Mai,HR-V,E,Thailand,06/01/2022,7
Honda Chiang Mai,HR-V,E,Thailand,07/01/2022,8
Honda Chiang Mai,HR-V,E,Thailand,08/01/2022,12
Honda Chiang Mai,HR-V,E,Thailand,09/01/2022,9
Honda Chiang Mai,HR-V,E,Thailand,10/01/2022,10
Honda Chiang Mai,HR-V,E,Thailand,11/01/2022,5
Honda Chiang Mai,HR-V,E,Thailand,12/01/2022,20
Honda Chiang Mai,HR-V,E,Thailand,01/01/2023,9
Honda Chiang Mai,HR-V,E,Thailand,02/01/2023,6
Honda Chiang Mai,HR-V,E,Thailand,03/01/2023,9
Honda Chiang Mai,HR-V,E,Thailand,04/01/2023,9
Honda Chiang Mai,HR-V,E,Thailand,05/01/2023,4
Honda Chiang Mai,HR-V,E,Thailand,06/01/2023,11
Honda Chiang Mai,HR-V,E,Thailand,07/01/2023,5
Honda Chiang Mai,HR-V,E,Thailand,08/01/2023,3
Honda Chiang Mai,HR-V,E,Thailand,09/01/2023,5
Honda Chiang Mai,HR-V,E,Thailand,11/01/2023,4
Honda Chiang Mai,HR-V,E,Thailand,12/01/2023,2
Honda Chiang Mai,HR-V,EL,Thailand,03/01/2022,3
Honda Chiang Mai,HR-V,EL,Thailand,04/01/2022,5
Honda Chiang Mai,HR-V,EL,Thailand,05/01/2022,11
Honda Chiang Mai,HR-V,EL,Thailand,06/01/2022,21
Honda Chiang Mai,HR-V,EL,Thailand,07/01/2022,48
Honda Chiang Mai,HR-V,EL,Thailand,08/01/2022,26
Honda Chiang Mai,HR-V,EL,Thailand,09/01/2022,27
Honda Chiang Mai,HR-V,EL,Thailand,10/01/2022,35
Honda Chiang Mai,HR-V,EL,Thailand,11/01/2022,43
Honda Chiang Mai,HR-V,EL,Thailand,12/01/2022,20
Honda Chiang Mai,HR-V,EL,Thailand,01/01/2023,32
Honda Chiang Mai,HR-V,EL,Thailand,02/01/2023,27
Honda Chiang Mai,HR-V,EL,Thailand,03/01/2023,33
Honda Chiang Mai,HR-V,EL,Thailand,04/01/2023,33
Honda Chiang Mai,HR-V,EL,Thailand,05/01/2023,29
Honda Chiang Mai,HR-V,EL,Thailand,06/01/2023,32
Honda Chiang Mai,HR-V,EL,Thailand,07/01/2023,25
Honda Chiang Mai,HR-V,EL,Thailand,08/01/2023,5
Honda Chiang Mai,HR-V,EL,Thailand,09/01/2023,15
Honda Chiang Mai,HR-V,EL,Thailand,10/01/2023,13
Honda Chiang Mai,HR-V,EL,Thailand,11/01/2023,12
Honda Chiang Mai,HR-V,EL,Thailand,12/01/2023,20
Honda Chiang Mai,HR-V,RS,Thailand,03/01/2022,2
Honda Chiang Mai,HR-V,RS,Thailand,04/01/2022,4
Honda Chiang Mai,HR-V,RS,Thailand,05/01/2022,8
Honda Chiang Mai,HR-V,RS,Thailand,06/01/2022,4
Honda Chiang Mai,HR-V,RS,Thailand,07/01/2022,5
Honda Chiang Mai,HR-V,RS,Thailand,08/01/2022,5
Honda Chiang Mai,HR-V,RS,Thailand,09/01/2022,4
Honda Chiang Mai,HR-V,RS,Thailand,10/01/2022,5
Honda Chiang Mai,HR-V,RS,Thailand,11/01/2022,10
Honda Chiang Mai,HR-V,RS,Thailand,12/01/2022,5
Honda Chiang Mai,HR-V,RS,Thailand,01/01/2023,5
Honda Chiang Mai,HR-V,RS,Thailand,02/01/2023,2
Honda Chiang Mai,HR-V,RS,Thailand,03/01/2023,5
Honda Chiang Mai,HR-V,RS,Thailand,04/01/2023,2
Honda Chiang Mai,HR-V,RS,Thailand,05/01/2023,1
Honda Chiang Mai,HR-V,RS,Thailand,07/01/2023,1
Honda Chiang Mai,HR-V,RS,Thailand,09/01/2023,1
Honda Chiang Mai,HR-V,RS,Thailand,10/01/2023,2
Honda Chiang Mai,HR-V,RS,Thailand,11/01/2023,3
Honda Chiang Mai,HR-V,RS,Thailand,12/01/2023,5
Honda Chiang Mai,WR-V,RS,Thailand,12/01/2022,15
Honda Chiang Mai,WR-V,RS,Thailand,01/01/2023,28
Honda Chiang Mai,WR-V,RS,Thailand,02/01/2023,23
Honda Chiang Mai,WR-V,RS,Thailand,03/01/2023,27
Honda Chiang Mai,WR-V,RS,Thailand,04/01/2023,18
Honda Chiang Mai,WR-V,RS,Thailand,05/01/2023,48
Honda Chiang Mai,WR-V,RS,Thailand,06/01/2023,40
Honda Chiang Mai,WR-V,RS,Thailand,07/01/2023,51
Honda Chiang Mai,WR-V,RS,Thailand,08/01/2023,18
Honda Chiang Mai,WR-V,RS,Thailand,09/01/2023,21
Honda Chiang Mai,WR-V,RS,Thailand,10/01/2023,16
Honda Chiang Mai,WR-V,RS,Thailand,11/01/2023,21
Honda Chiang Mai,WR-V,RS,Thailand,12/01/2023,19
Honda Chiang Mai,WR-V,SV,Thailand,01/01/2021,13
Honda Chiang Mai,WR-V,SV,Thailand,02/01/2021,16
Honda Chiang Mai,WR-V,SV,Thailand,03/01/2021,30
Honda Chiang Mai,WR-V,SV,Thailand,04/01/2021,49
Honda Chiang Mai,WR-V,SV,Thailand,05/01/2021,15
Honda Chiang Mai,WR-V,SV,Thailand,06/01/2021,2
Honda Chiang Mai,WR-V,SV,Thailand,07/01/2021,23
Honda Chiang Mai,WR-V,SV,Thailand,08/01/2021,34
Honda Chiang Mai,WR-V,SV,Thailand,09/01/2021,5
Honda Chiang Mai,WR-V,SV,Thailand,10/01/2021,3
Honda Chiang Mai,WR-V,SV,Thailand,11/01/2021,10
Honda Chiang Mai,WR-V,SV,Thailand,12/01/2021,18
Honda Chiang Mai,WR-V,SV,Thailand,01/01/2022,1
Honda Chiang Mai,WR-V,SV,Thailand,04/01/2022,3
Honda Chiang Mai,WR-V,SV,Thailand,05/01/2022,5
Honda Chiang Mai,WR-V,SV,Thailand,06/01/2022,1
Honda Chiang Mai,WR-V,SV,Thailand,07/01/2022,5
Honda Chiang Mai,WR-V,SV,Thailand,08/01/2022,5
Honda Chiang Mai,WR-V,SV,Thailand,09/01/2022,2
Honda Chiang Mai,WR-V,SV,Thailand,10/01/2022,5
Honda Chiang Mai,WR-V,SV,Thailand,11/01/2022,10
Honda Chiang Mai,WR-V,SV,Thailand,12/01/2022,5
Honda Chiang Mai,WR-V,SV,Thailand,01/01/2023,4
Honda Chiang Mai,WR-V,SV,Thailand,02/01/2023,1
Honda Chiang Mai,WR-V,SV,Thailand,04/01/2023,2
Honda Chiang Mai,WR-V,SV,Thailand,05/01/2023,2
Honda Chiang Mai,WR-V,SV,Thailand,06/01/2023,4
Honda Chiang Mai,WR-V,SV,Thailand,08/01/2023,3
Honda Chiang Mai,WR-V,SV,Thailand,12/01/2023,1
Honda Da Nang,BR-V,G,Vietnam,01/01/2021,3
Honda Da Nang,BR-V,G,Vietnam,02/01/2021,2
Honda Da Nang,BR-V,G,Vietnam,03/01/2021,3
Honda Da Nang,BR-V,G,Vietnam,05/01/2021,2
Honda Da Nang,BR-V,G,Vietnam,06/01/2021,5
Honda Da Nang,BR-V,G,Vietnam,07/01/2021,5
Honda Da Nang,BR-V,G,Vietnam,08/01/2021,2
Honda Da Nang,BR-V,G,Vietnam,09/01/2021,1
Honda Da Nang,BR-V,G,Vietnam,10/01/2021,3
Honda Da Nang,BR-V,G,Vietnam,11/01/2021,1
Honda Da Nang,BR-V,G,Vietnam,12/01/2021,1
Honda Da Nang,BR-V,G,Vietnam,01/01/2022,3
Honda Da Nang,BR-V,G,Vietnam,03/01/2022,5
Honda Da Nang,BR-V,G,Vietnam,04/01/2022,2
Honda Da Nang,BR-V,G,Vietnam,05/01/2022,1
Honda Da Nang,BR-V,G,Vietnam,06/01/2022,5
Honda Da Nang,BR-V,G,Vietnam,07/01/2022,2
Honda Da Nang,BR-V,G,Vietnam,08/01/2022,8
Honda Da Nang,BR-V,G,Vietnam,09/01/2022,4
Honda Da Nang,BR-V,G,Vietnam,10/01/2022,5
Honda Da Nang,BR-V,G,Vietnam,11/01/2022,1
Honda Da Nang,BR-V,G,Vietnam,12/01/2022,3
Honda Da Nang,BR-V,G,Vietnam,01/01/2023,7
Honda Da Nang,BR-V,G,Vietnam,02/01/2023,5
Honda Da Nang,BR-V,G,Vietnam,03/01/2023,3
Honda Da Nang,BR-V,G,Vietnam,04/01/2023,5
Honda Da Nang,BR-V,G,Vietnam,05/01/2023,3
Honda Da Nang,BR-V,G,Vietnam,06/01/2023,2
Honda Da Nang,BR-V,G,Vietnam,07/01/2023,6
Honda Da Nang,BR-V,G,Vietnam,08/01/2023,9
Honda Da Nang,BR-V,G,Vietnam,09/01/2023,5
Honda Da Nang,BR-V,G,Vietnam,10/01/2023,8
Honda Da Nang,BR-V,G,Vietnam,11/01/2023,8
Honda Da Nang,BR-V,G,Vietnam,12/01/2023,11
Honda Da Nang,BR-V,L,Vietnam,01/01/2021,1
Honda Da Nang,BR-V,L,Vietnam,02/01/2021,2
Honda Da Nang,BR-V,L,Vietnam,03/01/2021,3
Honda Da Nang,BR-V,L,Vietnam,04/01/2021,4
Honda Da Nang,BR-V,L,Vietnam,05/01/2021,2
Honda Da Nang,BR-V,L,Vietnam,06/01/2021,1
Honda Da Nang,BR-V,L,Vietnam,07/01/2021,4
Honda Da Nang,BR-V,L,Vietnam,08/01/2021,6
Honda Da Nang,BR-V,L,Vietnam,10/01/2021,2
Honda Da Nang,BR-V,L,Vietnam,11/01/2021,3
Honda Da Nang,BR-V,L,Vietnam,12/01/2021,5
Honda Da Nang,BR-V,L,Vietnam,01/01/2022,2
Honda Da Nang,BR-V,L,Vietnam,02/01/2022,5
Honda Da Nang,BR-V,L,Vietnam,03/01/2022,4
Honda Da Nang,BR-V,L,Vietnam,04/01/2022,3
Honda Da Nang,BR-V,L,Vietnam,05/01/2022,2
Honda Da Nang,BR-V,L,Vietnam,06/01/2022,1
Honda Da Nang,BR-V,L,Vietnam,07/01/2022,2
Honda Da Nang,BR-V,L,Vietnam,08/01/2022,4
Honda Da Nang,BR-V,L,Vietnam,09/01/2022,4
Honda Da Nang,BR-V,L,Vietnam,10/01/2022,2
Honda Da Nang,BR-V,L,Vietnam,11/01/2022,4
Honda Da Nang,BR-V,L,Vietnam,12/01/2022,12
Honda Da Nang,BR-V,L,Vietnam,01/01/2023,3
Honda Da Nang,BR-V,L,Vietnam,02/01/2023,8
Honda Da Nang,BR-V,L,Vietnam,03/01/2023,6
Honda Da Nang,BR-V,L,Vietnam,04/01/2023,7
Honda Da Nang,BR-V,L,Vietnam,05/01/2023,5
Honda Da Nang,BR-V,L,Vietnam,06/01/2023,7
Honda Da Nang,BR-V,L,Vietnam,07/01/2023,11
Honda Da Nang,BR-V,L,Vietnam,08/01/2023,21
Honda Da Nang,BR-V,L,Vietnam,09/01/2023,19
Honda Da Nang,BR-V,L,Vietnam,10/01/2023,19
Honda Da Nang,BR-V,L,Vietnam,11/01/2023,26
Honda Da Nang,BR-V,L,Vietnam,12/01/2023,36
Honda Da Nang,CITY,G,Vietnam,02/01/2021,3
Honda Da Nang,CITY,G,Vietnam,03/01/2021,2
Honda Da Nang,CITY,G,Vietnam,05/01/2021,3
Honda Da Nang,CITY,G,Vietnam,07/01/2021,4
Honda Da Nang,CITY,G,Vietnam,08/01/2021,1
Honda Da Nang,CITY,G,Vietnam,09/01/2021,1
Honda Da Nang,CITY,G,Vietnam,10/01/2021,3
Honda Da Nang,CITY,G,Vietnam,11/01/2021,2
Honda Da Nang,CITY,G,Vietnam,12/01/2021,5
Honda Da Nang,CITY,G,Vietnam,02/01/2022,2
Honda Da Nang,CITY,G,Vietnam,03/01/2022,2
Honda Da Nang,CITY,G,Vietnam,04/01/2022,1
Honda Da Nang,CITY,G,Vietnam,11/01/2022,1
Honda Da Nang,CITY,G,Vietnam,01/01/2023,1
Honda Da Nang,CITY,G,Vietnam,04/01/2023,1
Honda Da Nang,CITY,G,Vietnam,05/01/2023,1
Honda Da Nang,CITY,L,Vietnam,03/01/2021,3
Honda Da Nang,CITY,L,Vietnam,05/01/2021,1
Honda Da Nang,CITY,L,Vietnam,06/01/2021,1
Honda Da Nang,CITY,L,Vietnam,01/01/2022,1
Honda Da Nang,CITY,L,Vietnam,07/01/2023,2
Honda Da Nang,CITY,RS,Vietnam,01/01/2021,2
Honda Da Nang,CITY,RS,Vietnam,02/01/2021,1
Honda Da Nang,CITY,RS,Vietnam,04/01/2021,1
Honda Da Nang,CITY,RS,Vietnam,06/01/2021,1
Honda Da Nang,CITY,RS,Vietnam,07/01/2021,1
Honda Da Nang,CITY,RS,Vietnam,09/01/2021,1
Honda Da Nang,CITY,RS,Vietnam,10/01/2021,1
Honda Da Nang,CITY,RS,Vietnam,11/01/2021,2
Honda Da Nang,CITY,RS,Vietnam,12/01/2021,2
Honda Da Nang,CITY,RS,Vietnam,03/01/2022,1
Honda Da Nang,CITY,RS,Vietnam,08/01/2022,1
Honda Da Nang,CITY,RS,Vietnam,01/01/2023,1
Honda Da Nang,CITY,RS,Vietnam,02/01/2023,2
Honda Da Nang,CR-V,G,Vietnam,09/01/2021,3
Honda Da Nang,CR-V,G,Vietnam,06/01/2022,1
Honda Da Nang,CR-V,G,Vietnam,10/01/2022,1
Honda Da Nang,CR-V,G,Vietnam,05/01/2023,1
Honda Da Nang,CR-V,L,Vietnam,02/01/2021,1
Honda Da Nang,CR-V,L,Vietnam,04/01/2021,1
Honda Da Nang,CR-V,L,Vietnam,08/01/2021,1
Honda Da Nang,CR-V,L,Vietnam,10/01/2021,1
Honda Da Nang,CR-V,L,Vietnam,11/01/2021,1
Honda Da Nang,CR-V,L,Vietnam,12/01/2021,2
Honda Da Nang,CR-V,L,Vietnam,11/01/2022,1
Honda Da Nang,CR-V,L,Vietnam,01/01/2023,2
Honda Da Nang,CR-V,L,Vietnam,03/01/2023,1
Honda Da Nang,CR-V,RS,Vietnam,10/01/2023,1
Honda Da Nang,CR-V,RS,Vietnam,11/01/2023,1
Honda Da Nang,HR-V,L,Vietnam,01/01/2021,3
Honda Da Nang,HR-V,L,Vietnam,02/01/2021,1
Honda Da Nang,HR-V,L,Vietnam,03/01/2021,6
Honda Da Nang,HR-V,L,Vietnam,04/01/2021,6
Honda Da Nang,HR-V,L,Vietnam,05/01/2021,13
Honda Da Nang,HR-V,L,Vietnam,06/01/2021,5
Honda Da Nang,HR-V,L,Vietnam,07/01/2021,2
Honda Da Nang,HR-V,L,Vietnam,08/01/2021,8
Honda Da Nang,HR-V,L,Vietnam,09/01/2021,2
Honda Da Nang,HR-V,L,Vietnam,10/01/2021,5
Honda Da Nang,HR-V,L,Vietnam,11/01/2021,8
Honda Da Nang,HR-V,L,Vietnam,12/01/2021,8
Honda Da Nang,HR-V,L,Vietnam,01/01/2022,6
Honda Da Nang,HR-V,L,Vietnam,02/01/2022,8
Honda Da Nang,HR-V,L,Vietnam,03/01/2022,8
Honda Da Nang,HR-V,L,Vietnam,04/01/2022,3
Honda Da Nang,HR-V,L,Vietnam,05/01/2022,1
Honda Da Nang,HR-V,L,Vietnam,06/01/2022,4
Honda Da Nang,HR-V,L,Vietnam,07/01/2022,4
Honda Da Nang,HR-V,L,Vietnam,08/01/2022,7
Honda Da Nang,HR-V,L,Vietnam,09/01/2022,5
Honda Da Nang,HR-V,L,Vietnam,10/01/2022,7
